name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
I. Ilić CM CF,21,77,84,"Torino
Jun 30, 2023 On loan",258683,"185cm / 6'1""",75kg / 165lbs,Left,79,CAM,7,€21.5M,€21K,€0,339,71,68,58,81,61,374,78,72,63,80,81,354,73,69,73,71,68,369,81,68,73,70,77,343,71,65,68,80,59,69,201,69,68,64,53,10,10,8,11,14,2033,434,1,71,72,77,77,66
João Victor CB,23,74,82,"Nantes
Jun 30, 2023 On loan",258861,"187cm / 6'2""",75kg / 165lbs,Right,76,CB,8,€8.5M,€9K,€0,275,40,51,77,64,43,253,53,42,40,60,58,337,71,82,62,70,52,336,55,82,73,78,48,275,74,72,38,42,49,63,222,75,74,73,48,12,5,8,11,12,1746,386,1,77,50,52,57,74
Luiz Júnior GK,21,73,83,"Famalicão
2019 ~ 2027",258885,"194cm / 6'4""",88kg / 194lbs,Right,73,GK,10,€6M,€4K,€13.8M,60,13,9,13,19,6,81,10,13,14,26,18,182,29,31,31,66,25,182,50,37,22,68,5,100,24,14,8,40,14,40,28,6,10,12,357,73,72,67,72,73,990,387,1,73,72,67,73,30
I. Touré CB,19,68,82,"Auxerre
Jun 30, 2023 On loan",258972,"204cm / 6'8""",75kg / 165lbs,Left,70,CB,14,€2.7M,€7K,€0,221,42,29,64,59,27,218,47,38,24,47,62,285,63,69,53,53,47,288,39,74,65,91,19,277,84,64,38,50,41,64,193,62,71,60,45,14,7,7,5,12,1527,345,1,66,30,49,53,65
K. Çalhanoğlu LB LM,19,66,78,"Sandhausen
Jun 30, 2023 On loan",259022,"183cm / 6'0""",80kg / 176lbs,Left,67,LM,12,€1.9M,€3K,€0,285,73,45,52,67,48,311,67,70,54,55,65,352,77,66,76,62,71,310,62,63,68,64,53,289,67,58,59,60,45,46,181,56,64,61,60,11,12,14,11,12,1788,378,1,71,51,65,66,59
David Costa LW CAM,21,74,82,"Lens
2020 ~ 2024",259139,"168cm / 5'6""",64kg / 141lbs,Left,75,CAM,8,€9.5M,€22K,€20M,294,65,69,34,71,55,352,82,69,60,62,79,388,76,72,85,71,84,271,66,40,51,40,74,261,46,32,68,67,48,76,101,36,30,35,43,6,8,9,10,10,1710,367,1,74,68,67,81,33
J. Che RWB CB RB,18,66,82,"Dallas
2020 ~ 2025",259159,"185cm / 6'1""",79kg / 174lbs,Right,66,RWB,16,€2.1M,€700,€4.5M,236,61,27,59,62,27,251,62,50,24,55,60,345,74,73,70,63,65,254,24,77,67,68,18,252,61,64,51,51,25,56,186,59,67,60,52,7,12,7,13,13,1576,347,1,73,26,56,62,63
Jesús Vázquez LB LWB LM,19,71,82,"Valencia
2020 ~ 2025",260082,"182cm / 6'0""",77kg / 170lbs,Left,71,LB,11,€3.9M,€10K,€9M,306,70,41,64,72,59,299,64,65,31,70,69,334,68,70,65,68,63,306,66,58,65,63,54,284,60,65,59,58,42,60,209,66,72,71,60,15,10,11,11,13,1798,382,1,69,50,66,66,68
R. Drăgușin CB,20,70,83,"Genoa
Jun 30, 2023 On loan",260105,"191cm / 6'3""",80kg / 176lbs,Right,72,CB,13,€3.6M,€28K,€0,229,36,27,70,58,38,238,55,37,33,54,59,333,69,78,63,64,59,322,56,80,67,79,40,248,66,68,25,40,49,68,217,65,77,75,53,10,11,14,12,6,1640,360,1,74,37,47,58,71
O. Hutchinson CAM RM,18,64,81,"Chelsea
2022 ~ 2025",260145,"174cm / 5'9""",65kg / 143lbs,Left,66,CAM,17,€1.5M,€7K,€3.8M,262,46,53,49,65,49,300,68,52,50,63,67,361,75,67,80,61,78,259,61,50,59,45,44,264,41,37,60,65,61,63,140,40,49,51,39,10,7,9,5,8,1625,345,1,71,53,60,69,44
A. Hackford ST,18,60,75,"Sheffield United
2021 ~ 2023",260192,"177cm / 5'10""",68kg / 150lbs,Right,62,ST,15,€575K,€2K,€1.5M,228,24,62,39,50,53,205,58,32,29,27,59,372,88,84,70,57,73,266,60,41,53,62,50,222,29,19,64,44,66,45,40,12,17,11,48,7,6,9,15,11,1381,313,1,86,59,38,60,18
D. Guindo LB,19,66,82,"Salzburg
2021 ~ 2025",260237,"183cm / 6'0""",72kg / 159lbs,Left,67,LWB,16,€2.1M,€4K,€4.5M,235,59,32,53,61,30,278,73,52,36,50,67,367,77,83,83,60,64,297,48,76,76,61,36,272,77,58,46,51,40,58,184,56,65,63,56,13,14,5,14,10,1689,371,1,80,37,55,70,60
Ł. Łakomy CDM CM,21,66,79,"Zagłębie Lubin
2021 ~ 2024",260501,"181cm / 5'11""",79kg / 174lbs,Left,67,CDM,13,€2M,€2K,€4M,238,39,49,44,69,37,312,58,56,66,66,66,316,67,67,58,59,65,343,67,64,80,66,66,270,58,63,46,59,44,61,184,62,64,58,44,6,5,11,14,8,1707,372,1,67,55,60,61,61
S. Shoretire CAM ST LW,18,63,81,"Bolton Wanderers
Jun 30, 2023 On loan",260910,"175cm / 5'9""",70kg / 154lbs,Right,65,CAM,18,€1.2M,€6K,€0,280,55,59,53,62,51,288,64,60,43,58,63,375,72,73,84,59,87,256,58,33,59,55,51,276,62,38,63,63,50,62,115,35,45,35,36,7,7,8,5,9,1626,352,1,73,57,59,67,40
A. Matusiwa CDM CM,24,75,80,"Stade de Reims 
2021 ~ 2026",239356,"173cm / 5'8""",72kg / 159lbs,Right,76,CDM,5,€8M,€18K,€16.6M,254,46,38,58,70,42,299,66,54,41,69,69,337,61,51,74,73,78,357,60,85,82,76,54,326,84,78,55,59,50,69,222,74,76,72,51,6,9,13,11,12,1846,387,1,56,47,61,69,74
F. Onyeka CDM CM,24,73,77,"Brentford
2021 ~ 2026",239529,"183cm / 6'0""",70kg / 154lbs,Right,74,CDM,4,€4M,€28K,€7.9M,301,55,60,63,70,53,304,68,56,42,68,70,386,73,88,79,71,75,341,61,77,78,76,49,335,76,76,67,68,48,70,209,72,72,65,51,15,9,7,6,14,1927,420,1,81,57,64,70,71
A. Gravillon CB RB,24,74,78,"Torino
Jun 30, 2023 On loan",239550,"185cm / 6'1""",80kg / 176lbs,Right,76,CB,4,€5.5M,€16K,€0,258,41,36,77,62,42,235,50,36,36,51,62,311,66,77,54,68,46,327,59,77,61,86,44,248,74,72,24,36,42,65,221,72,75,74,57,11,14,13,13,6,1657,368,1,72,42,48,55,74
F. Muslija LM CAM,23,70,73,"Paderborn
2022 ~ 2023",239696,"172cm / 5'8""",65kg / 143lbs,Right,71,CAM,3,€2.2M,€10K,€3.7M,293,65,59,38,67,64,367,77,77,79,62,72,401,82,70,90,67,92,321,75,67,68,40,71,271,42,32,65,64,68,63,88,27,28,33,45,13,14,7,6,5,1786,362,1,75,66,66,76,30
M. Cuisance CM CAM,22,72,81,"Sampdoria
Jun 30, 2023 On loan",239744,"181cm / 5'11""",74kg / 163lbs,Left,75,CAM,9,€5M,€4K,€0,322,76,59,49,75,63,389,76,83,74,78,78,369,79,63,83,69,75,339,77,61,63,64,74,304,57,48,63,75,61,62,164,49,61,54,57,9,14,11,8,15,1944,403,1,70,66,76,76,53
B. Acosta CDM CM,28,71,71,"Colorado Rapids
2022 ~ 2023",239782,"175cm / 5'9""",80kg / 176lbs,Right,71,CDM,0,€1.6M,€6K,€2.3M,306,69,59,65,69,44,324,64,49,73,72,66,397,79,84,79,68,87,406,86,77,85,79,79,356,86,68,67,73,62,68,193,66,65,62,44,9,7,13,8,7,2026,435,1,82,68,69,68,66
Danilo ST,23,74,78,"Feyenoord
2022 ~ 2026",239881,"174cm / 5'9""",68kg / 150lbs,Right,76,ST,4,€6M,€10K,€8.9M,337,44,79,74,72,68,326,72,68,62,49,75,376,79,72,77,69,79,374,70,79,83,71,71,284,54,23,74,65,68,70,53,21,18,14,47,10,9,9,8,11,1797,380,1,75,74,61,74,25
R. Kouamé CM CDM,25,74,77,"Troyes
2021 ~ 2024",239894,"177cm / 5'10""",68kg / 150lbs,Left,76,CM,3,€5.5M,€17K,€11.4M,290,62,49,65,76,38,319,74,54,43,73,75,361,71,69,74,75,72,368,67,71,89,78,63,337,75,72,68,72,50,73,211,71,71,69,42,8,6,6,11,11,1928,419,1,70,56,69,74,70
A. Boupendza LW RW ST,25,76,77,"Cincinnati
2023 ~ 2025",239910,"180cm / 5'11""",79kg / 174lbs,Left,78,ST,1,€9M,€10K,€14.2M,355,64,78,68,69,76,370,81,76,73,62,78,406,87,85,88,71,75,394,82,82,81,74,75,299,65,20,77,66,71,71,66,22,24,20,50,10,10,14,9,7,1940,412,1,86,78,67,80,27
D. Man RM LM RW,23,71,77,"Parma
2021 ~ 2025",239978,"183cm / 6'0""",82kg / 181lbs,Left,72,ST,6,€3M,€3K,€5.4M,333,64,69,68,67,65,333,70,64,66,60,73,394,85,90,90,64,65,353,68,69,76,74,66,295,61,40,66,66,62,69,131,38,48,45,46,5,13,7,8,13,1885,410,1,88,68,65,72,45
J. Arp ST RM LM,22,66,73,"Holstein Kiel
2022 ~ 2024",239981,"184cm / 6'0""",78kg / 172lbs,Right,68,ST,7,€1.8M,€6K,€3.2M,317,68,65,63,57,64,271,68,65,38,34,66,361,75,78,76,62,70,326,68,62,59,78,59,245,44,22,64,60,55,60,82,26,32,24,54,14,12,10,7,11,1656,362,1,77,64,56,68,31
M. Gabbia CB,22,73,82,"Milan
2017 ~ 2026",240277,"185cm / 6'1""",78kg / 172lbs,Right,75,CB,9,€6.5M,€33K,€12.4M,229,41,22,74,58,34,238,53,47,28,50,60,287,55,55,55,71,51,321,54,74,79,73,41,251,73,72,23,41,42,59,228,77,77,74,56,11,5,12,14,14,1610,343,1,55,34,48,56,75
S. Niakaté CB LB,22,76,83,"Sporting Braga
Jun 30, 2023 On loan",240453,"186cm / 6'1""",76kg / 168lbs,Left,78,CB,7,€14M,€8K,€0,245,43,30,75,67,30,246,62,36,32,52,64,350,70,74,64,71,71,344,63,85,82,80,34,276,75,76,41,41,43,62,231,76,78,77,49,8,10,8,13,10,1741,383,1,72,39,51,64,77
Carles Pérez RM CAM,24,75,78,"Celta de Vigo
Jun 30, 2023 On loan",240654,"173cm / 5'8""",75kg / 165lbs,Left,77,CAM,3,€7.5M,€43K,€0,337,65,72,62,74,64,342,79,66,54,60,83,403,82,79,81,76,85,346,85,59,64,64,74,277,55,23,74,68,57,57,109,38,37,34,48,11,5,13,7,12,1862,400,1,80,74,68,79,37
M. Léris RM CF,24,72,75,"Sampdoria
2019 ~ 2024",240660,"186cm / 6'1""",78kg / 172lbs,Right,74,CAM,3,€3.2M,€12K,€6M,330,63,68,64,74,61,325,77,62,44,67,75,327,65,72,62,69,59,345,64,64,78,74,65,322,55,62,71,72,62,69,182,60,60,62,46,9,6,13,10,8,1877,408,1,69,66,68,73,61
M. Merentiel ST,26,74,75,"Boca Juniors
2023 ~ 2023",240663,"175cm / 5'9""",70kg / 154lbs,Right,75,ST,1,€5M,€16K,€7.4M,307,26,76,71,70,64,299,70,46,59,51,73,378,77,77,72,75,77,371,74,72,80,78,67,292,68,20,76,64,64,75,100,44,34,22,47,8,14,11,9,5,1794,390,1,77,73,55,72,37
Y. Atal RB RM RWB,26,74,75,"Nice
2018 ~ 2023",240754,"175cm / 5'9""",66kg / 146lbs,Right,76,RM,1,€4.5M,€31K,€8.9M,341,71,70,58,74,68,344,79,71,54,64,76,403,87,88,79,71,78,324,69,69,62,64,60,356,78,73,74,72,59,75,210,70,69,71,47,11,12,8,9,7,2025,438,2,88,67,70,77,69
N. Phillips CB,25,73,76,"Liverpool
2017 ~ 2025",240926,"190cm / 6'3""",84kg / 185lbs,Right,75,CB,3,€3.6M,€57K,€6.9M,227,30,23,78,66,30,221,48,29,35,58,51,269,50,53,44,69,53,280,49,78,53,79,21,262,80,70,28,39,45,63,220,75,75,70,43,9,6,6,12,10,1522,329,1,52,30,49,51,74
Junior Firpo LB LWB,25,75,78,"Leeds United
2021 ~ 2025",241184,"184cm / 6'0""",78kg / 172lbs,Left,75,LB,3,€7M,€31K,€13.8M,338,76,62,71,74,55,322,74,65,43,68,72,344,74,76,62,72,60,347,68,72,74,74,59,328,76,74,72,64,42,68,213,66,74,73,49,7,7,7,14,14,1941,423,2,75,62,70,71,71
C. Ferreira CM CAM,22,69,75,"Newell's Old Boys
Dec 31, 2023 On loan",241568,"175cm / 5'9""",69kg / 152lbs,Right,73,CAM,6,€2.2M,€7K,€0,335,75,63,55,71,71,374,72,80,77,74,71,370,75,76,79,65,75,340,84,61,63,59,73,330,65,55,68,75,67,75,175,57,60,58,43,10,11,5,8,9,1967,410,1,76,70,74,72,57
D. Martínez CB LB,24,74,77,"River Plate
2018 ~ 2024",241569,"182cm / 6'0""",76kg / 168lbs,Left,76,CB,3,€5M,€12K,€7.4M,290,58,43,71,72,46,342,64,73,64,74,67,362,75,81,67,71,68,368,80,82,72,80,54,330,80,75,51,72,52,75,219,71,75,73,47,8,14,11,7,7,1958,418,1,78,54,69,66,73
Igor CB,24,77,82,"Fiorentina
2021 ~ 2024",241585,"185cm / 6'1""",84kg / 185lbs,Left,79,CB,5,€14.5M,€39K,€25.7M,207,24,22,67,67,27,216,44,32,25,52,63,338,69,77,66,60,66,318,44,70,78,90,36,292,84,76,48,56,28,65,237,78,82,77,56,7,11,9,15,14,1664,372,1,73,31,50,55,78
C. Führich CAM LW ST,24,73,78,"VfB Stuttgart
2021 ~ 2025",241925,"181cm / 5'11""",70kg / 154lbs,Right,76,RM,5,€4.6M,€17K,€8.6M,319,67,67,54,73,58,350,80,68,56,68,78,398,83,83,85,65,82,331,70,66,79,49,67,296,58,43,68,66,61,60,167,53,59,55,43,6,7,12,12,6,1904,409,1,83,67,69,78,53
M. McKenzie CB,23,74,81,"Genk
2021 ~ 2025",242195,"184cm / 6'0""",83kg / 183lbs,Right,76,CB,7,€8M,€12K,€13.6M,231,25,37,69,72,28,243,59,26,24,68,66,370,78,82,71,72,67,312,34,84,75,79,40,254,74,73,40,37,30,69,223,72,76,75,51,9,11,10,11,10,1684,380,1,80,36,50,64,73
F. Ortega LB,23,74,81,"Vélez Sarsfield
2017 ~ 2024",242287,"178cm / 5'10""",75kg / 165lbs,Left,76,LM,7,€8M,€11K,€13.6M,304,74,55,55,71,49,351,77,80,54,67,73,416,88,90,86,69,83,362,69,74,90,72,57,338,82,67,72,69,48,76,193,58,68,67,51,8,7,14,11,11,2015,436,1,89,58,70,77,63
Stephen Eustáquio CDM CM,25,77,82,"Porto
2022 ~ 2027",242380,"178cm / 5'10""",67kg / 148lbs,Right,78,CDM,5,€14M,€13K,€29.1M,323,72,61,55,78,57,359,70,74,65,75,75,356,69,65,72,77,73,363,69,76,82,69,67,353,68,78,67,76,64,76,222,73,76,73,42,6,5,13,7,11,2018,424,1,67,64,75,73,73
S. van den Berg CB,20,71,81,"Schalke 04
Jun 30, 2023 On loan",242453,"194cm / 6'4""",78kg / 172lbs,Right,73,CB,10,€3.8M,€34K,€0,260,61,29,70,69,31,259,63,38,26,64,68,297,52,66,58,69,52,286,45,66,69,75,31,295,70,71,52,62,40,64,216,73,73,70,53,11,14,5,9,14,1666,364,1,60,34,62,64,72
R. Faivre RM CM CAM,23,77,83,"Lorient
Jun 30, 2023 On loan",242577,"180cm / 5'11""",69kg / 152lbs,Left,78,CAM,6,€16.5M,€49K,€0,352,77,72,61,76,66,388,80,81,79,69,79,375,79,69,79,75,73,357,74,64,80,63,76,356,59,66,73,78,80,79,180,58,64,58,69,14,13,13,14,15,2077,431,2,74,73,76,79,62
J. Vagnoman RM RWB LB,21,72,78,"VfB Stuttgart
2022 ~ 2026",242602,"190cm / 6'3""",90kg / 198lbs,Right,73,RM,6,€3.8M,€13K,€7.6M,290,69,47,68,73,33,292,73,56,30,62,71,365,83,77,67,70,68,322,55,56,79,85,47,309,70,67,69,67,36,64,199,66,69,64,57,12,13,14,10,8,1834,411,1,80,48,66,71,67
S. Bornauw CB,23,75,80,"VfL Wolfsburg
2021 ~ 2026",242663,"191cm / 6'3""",83kg / 183lbs,Right,77,CB,5,€7.5M,€30K,€13.3M,276,57,44,85,64,26,264,52,41,42,71,58,314,69,72,49,72,52,325,61,76,67,81,40,287,80,73,48,52,34,68,226,76,75,75,46,6,7,7,11,15,1738,383,2,71,45,59,55,76
N. Ferguson LB RB,21,67,73,"Crystal Palace
2020 ~ 2023",242752,"178cm / 5'10""",70kg / 154lbs,Right,69,CB,6,€1.5M,€11K,€3.2M,244,59,30,59,66,30,268,64,48,33,56,67,307,55,68,50,66,68,279,49,68,55,69,38,253,64,69,36,39,45,68,208,67,70,71,51,8,9,10,13,11,1610,349,1,62,36,55,64,68
V. Screciu CDM CB,22,68,76,"Universitatea Craiova
2020 ~ 2025",243023,"181cm / 5'11""",74kg / 163lbs,Right,70,CB,8,€2.6M,€5K,€4M,236,41,33,66,66,30,240,47,32,36,66,59,358,79,73,69,67,70,316,44,81,72,74,45,274,71,68,38,58,39,64,201,66,68,67,44,8,9,7,11,9,1669,366,1,76,38,56,56,67
L. Ramazani RM LM ST,21,73,81,"Almería
2020 ~ 2025",243134,"167cm / 5'6""",55kg / 121lbs,Right,74,RM,8,€7M,€15K,€16.8M,303,68,70,41,66,58,320,78,56,52,62,72,422,88,86,89,68,91,301,66,66,61,51,57,299,62,35,68,65,69,65,94,30,34,30,46,7,10,13,5,11,1785,383,1,87,66,64,77,33
J. Ekkelenkamp CAM CM,22,72,78,"Antwerp
2022 ~ 2026",243249,"188cm / 6'2""",83kg / 183lbs,Right,74,CAM,6,€3.8M,€13K,€6.5M,329,62,69,66,74,58,353,74,71,63,70,75,314,68,50,68,71,57,357,69,69,78,73,68,329,66,57,76,75,55,72,178,62,61,55,51,13,6,12,14,6,1911,403,1,58,68,71,73,60
B. Mumba LWB RWB,20,70,78,"Plymouth Argyle
Jun 30, 2023 On loan",243353,"168cm / 5'6""",61kg / 134lbs,Right,71,RM,8,€3.3M,€15K,€0,277,67,62,49,67,32,307,71,60,46,62,68,416,85,83,90,65,93,309,60,63,73,49,64,301,61,63,64,65,48,68,196,66,66,64,56,14,9,8,11,14,1862,403,1,84,60,64,73,64
N. Radonjić CF LW RW,26,74,75,"Torino
Jun 30, 2023 On loan",243656,"185cm / 6'1""",76kg / 168lbs,Right,75,CAM,1,€5M,€34K,€0,331,66,72,49,70,74,335,75,68,54,66,72,393,89,88,76,74,66,326,76,45,67,65,73,268,43,22,71,75,57,68,84,31,30,23,49,7,9,14,13,6,1786,392,1,88,72,69,73,30
A. Idah ST,21,67,73,"Norwich City
2018 ~ 2028",244288,"190cm / 6'3""",83kg / 183lbs,Right,69,ST,6,€1.7M,€12K,€3.6M,282,38,67,66,49,62,251,64,49,38,37,63,334,70,83,65,62,54,343,73,71,60,78,61,280,70,23,69,48,70,61,46,18,17,11,50,12,13,9,10,6,1586,346,1,77,67,44,63,23
L. Lapoussin LM CM,26,73,73,"Union Saint-Gilloise
2020 ~ 2025",244318,"181cm / 5'11""",70kg / 154lbs,Right,73,LM,0,€3.3M,€14K,€5M,300,67,62,49,70,52,329,79,57,52,66,75,362,74,78,77,68,65,363,74,72,83,67,67,330,72,70,67,71,50,75,207,67,72,68,53,13,10,8,13,9,1944,423,1,76,65,67,76,67
Daniel Fuzato GK,24,67,73,"UD Ibiza
2022 ~ 2025",244363,"190cm / 6'3""",86kg / 190lbs,Right,67,GK,6,€1.3M,€2K,€2.3M,87,15,17,21,26,8,73,15,9,9,28,12,166,31,20,32,63,20,174,47,37,22,55,13,111,17,12,9,52,21,52,31,8,12,11,327,64,66,62,68,67,969,354,1,64,66,62,67,27
O. Kolář GK,27,76,77,"Slavia Praha
2018 ~ 2024",244467,"193cm / 6'4""",81kg / 179lbs,Right,76,GK,1,€6.5M,€1K,€14.8M,77,13,7,11,40,6,135,30,13,14,41,37,244,52,55,47,66,24,207,59,44,25,71,8,98,16,11,5,51,15,70,43,17,12,14,382,75,74,79,77,77,1186,435,1,75,74,79,77,53
T. Chorý ST,27,73,73,"Viktoria Plzeň
2018 ~ 2025",244793,"200cm / 6'7""",101kg / 223lbs,Right,73,ST,0,€3.3M,€1K,€7.3M,344,44,75,84,69,72,309,65,49,68,55,72,243,47,52,38,74,32,353,75,52,69,96,61,319,86,22,79,62,70,68,84,27,26,31,44,5,6,11,10,12,1696,361,1,50,72,59,63,32
F. Ranocchia CM CDM,21,69,79,"Monza
Jun 30, 2023 On loan",244874,"184cm / 6'0""",76kg / 168lbs,Right,71,CM,10,€3.1M,€27K,€0,308,67,45,54,76,66,372,73,74,76,74,75,319,64,68,65,62,60,362,76,65,78,68,75,303,71,58,60,60,54,68,188,60,66,62,45,12,7,12,6,8,1897,399,1,66,59,71,71,61
G. Yalçın ST RM LM,23,70,77,"Genoa
2022 ~ 2022",245368,"184cm / 6'0""",77kg / 170lbs,Right,72,ST,7,€3.2M,€3K,€5.8M,332,60,69,67,65,71,313,72,60,55,54,72,356,80,76,72,64,64,349,78,65,64,68,74,256,42,20,65,62,67,60,56,19,16,21,51,9,8,9,11,14,1713,367,1,78,72,61,71,23
P. Beruatto LB,23,75,81,"Pisa
2022 ~ 2026",245491,"184cm / 6'0""",76kg / 168lbs,Left,75,LB,6,€8.5M,€5K,€15.3M,277,66,37,64,65,45,293,65,57,44,60,67,329,68,72,68,63,58,322,57,70,83,67,45,245,57,75,22,43,48,56,232,72,82,78,53,14,5,12,10,12,1751,381,1,70,43,59,65,75
K. Furuhashi ST,27,76,76,"Celtic
2021 ~ 2025",245538,"170cm / 5'7""",63kg / 139lbs,Right,77,CF,0,€8M,€53K,€14.4M,360,64,80,68,73,75,340,69,70,62,64,75,426,89,87,90,76,84,354,76,74,82,50,72,342,77,41,85,69,70,77,145,40,54,51,50,8,7,8,13,14,2017,420,1,88,77,68,74,48
A. Mocsi CB,22,62,73,"Hungary
Free",245710,"188cm / 6'2""",74kg / 163lbs,Right,64,CB,11,€0,€0,€0,177,22,28,58,52,17,123,22,18,22,33,28,291,58,65,47,64,57,261,40,72,55,76,18,240,68,63,44,28,37,58,185,58,66,61,52,8,15,9,7,13,1329,289,1,62,29,35,32,62
H. Tombakti CB,23,72,81,"Al Shabab
2018 ~ 2027",245751,"182cm / 6'0""",74kg / 163lbs,Right,74,CB,9,€4.9M,€18K,€9.3M,235,39,28,67,71,30,261,54,42,31,73,61,375,85,87,70,73,60,312,40,82,83,83,24,246,62,72,28,49,35,72,219,74,71,74,61,13,10,14,14,10,1709,384,1,86,30,57,60,72
V. Gendrey RB,22,72,81,"Lecce
2021 ~ 2024",245863,"179cm / 5'10""",69kg / 152lbs,Right,72,RB,9,€5M,€10K,€10M,235,66,34,51,58,26,269,65,53,34,49,68,377,84,80,72,69,72,284,32,71,81,72,28,281,75,68,48,45,45,63,211,67,70,74,52,12,10,6,10,14,1709,378,1,82,33,54,67,67
Iván Jaime LM CAM ST,21,74,82,"Famalicão
2020 ~ 2025",246070,"180cm / 5'11""",75kg / 165lbs,Right,76,CAM,8,€9.5M,€7K,€21.9M,342,68,73,60,73,68,360,77,70,65,70,78,356,75,73,70,73,65,334,70,56,68,68,72,309,44,53,73,72,67,73,147,47,52,48,50,9,14,10,11,6,1898,407,1,74,72,71,76,51
Iñaki Peña GK,23,72,80,"FC Barcelona
2018 ~ 2026",246139,"184cm / 6'0""",78kg / 172lbs,Right,72,GK,8,€4.5M,€44K,€10.1M,65,10,6,11,33,5,114,12,12,12,57,21,243,33,38,49,72,51,210,57,64,27,54,8,84,17,6,5,39,17,38,30,9,10,11,357,71,67,76,71,72,1103,392,1,71,67,76,72,35
E. Laird RB RWB,20,71,83,"Queens Park Rangers
Jun 30, 2023 On loan",246159,"177cm / 5'10""",66kg / 146lbs,Right,71,RB,12,€4.3M,€36K,€0,285,68,54,63,69,31,299,74,62,32,59,72,383,84,82,78,69,70,329,63,76,66,71,53,297,72,63,61,66,35,71,199,65,69,65,51,9,12,10,5,15,1843,411,1,83,54,65,73,66
E. Bullaude CAM CM RM,21,71,80,"Feyenoord
2022 ~ 2027",246237,"184cm / 6'0""",80kg / 176lbs,Right,73,CAM,9,€4.2M,€6K,€6.7M,314,55,70,59,70,60,324,76,66,47,59,76,362,73,83,70,65,71,342,74,56,71,72,69,257,44,27,69,69,48,58,87,29,33,25,43,11,6,14,6,6,1729,383,1,79,69,64,74,32
Aihen Muñoz LB,24,74,79,"Real Sociedad
2017 ~ 2024",246748,"175cm / 5'9""",68kg / 150lbs,Left,75,LWB,5,€6M,€20K,€13.1M,304,72,51,65,71,45,328,78,66,41,75,68,366,77,76,68,75,70,324,55,69,77,63,60,322,78,72,70,66,36,74,216,73,72,71,59,10,9,10,15,15,1919,414,1,76,54,69,73,72
M. Ihattaren CAM RW,20,72,77,"Ajax
Dec 31, 2022 On loan",246960,"183cm / 6'0""",75kg / 165lbs,Left,74,CAM,5,€3.5M,€42K,€0,331,75,65,52,70,69,376,80,74,71,70,81,330,62,65,71,61,71,294,70,50,36,70,68,302,54,34,66,80,68,72,116,38,42,36,46,9,9,9,13,6,1795,379,1,64,67,73,78,40
L. Prip RW CF ST,25,69,72,"AaB
2021 ~ 2025",247086,"182cm / 6'0""",72kg / 159lbs,Left,72,LM,3,€1.8M,€8K,€2.4M,304,65,68,42,66,63,335,70,68,63,64,70,370,78,75,76,66,75,334,75,45,81,66,67,309,60,46,69,68,66,68,139,45,49,45,49,11,7,5,15,11,1840,396,1,76,69,66,71,46
Tuta CB,22,76,81,"Eintracht Frankfurt
2019 ~ 2026",247182,"185cm / 6'1""",81kg / 179lbs,Right,78,CB,5,€10.5M,€21K,€18.6M,303,60,48,74,75,46,295,67,42,39,74,73,363,68,82,68,76,69,330,59,79,74,78,40,310,77,76,45,50,62,76,224,77,74,73,50,7,11,5,15,12,1875,410,1,76,49,63,70,75
L. Buchanan LWB CB,21,68,78,"Werder Bremen
2022 ~ 2022",247385,"175cm / 5'9""",67kg / 148lbs,Left,68,LWB,10,€2.6M,€6K,€5.2M,253,67,40,59,57,30,263,67,48,32,50,66,347,70,78,68,63,68,290,53,73,74,60,30,254,52,63,55,44,40,52,196,62,68,66,42,8,5,12,8,9,1645,362,1,74,41,54,66,64
A. Palavecino CM CAM,25,74,75,"River Plate
2021 ~ 2025",247450,"179cm / 5'10""",74kg / 163lbs,Right,77,CAM,1,€5M,€15K,€7.4M,324,72,68,53,74,57,378,79,75,74,73,77,384,82,73,81,73,75,342,79,56,68,61,78,351,69,63,72,81,66,75,192,57,68,67,60,11,15,14,11,9,2031,428,1,77,72,75,78,62
K. Miller CB,25,72,75,"Inter Miami
2023 ~ 2024",247648,"183cm / 6'0""",74kg / 163lbs,Left,74,CB,3,€2.8M,€6K,€4.4M,283,50,46,67,74,46,279,68,45,28,70,68,338,78,84,62,68,46,336,50,79,80,84,43,321,74,70,60,61,56,64,209,68,68,73,50,8,11,12,7,12,1816,406,1,81,47,62,66,69
I. Stoica ST RW LW,19,63,77,"Universitatea Cluj
Jun 30, 2023 On loan",247955,"180cm / 5'11""",68kg / 150lbs,Right,66,RM,14,€1.1M,€2K,€0,290,60,61,52,61,56,301,64,68,47,58,64,377,80,82,78,60,77,319,68,66,65,62,58,259,61,25,65,50,58,60,78,28,25,25,44,7,10,6,12,9,1668,359,1,81,62,58,66,29
